road_name_in_googleMap,Accident_date,accident_time,vehicle_type,road_type,seviarity_of_accident,near_by_hospital,near_by_school,near_by_chrch,No_of_bildings_near_300m_of_accident_area,death
Baner Road,2022-10-31 09:03:43.253438,11:06,Auto-rickshaw,Main Road,Minor,0,1,0,0,1
Kothrud Road,2022-09-19 09:03:43.253438,03:40,Truck,Highway,Major,1,1,1,17,1
Baner Road,2022-11-12 09:03:43.253438,02:30,Truck,Main Road,Minor,1,1,0,14,0
Satara Road,2023-12-22 09:03:43.253438,12:07,Pedestrian,Residential,Minor,0,1,1,9,0
MG Road,2020-03-28 09:03:43.253438,23:38,Car,Highway,Minor,0,0,0,49,0
Karve Road,2023-03-03 09:03:43.253438,06:47,Truck,Rural,Major,1,0,1,49,1
Sinhagad Road,2021-02-04 09:03:43.253438,10:22,Pedestrian,Residential,Major,0,0,1,15,0
Paud Road,2022-02-23 09:03:43.253438,15:28,Bus,Rural,Fatal,0,1,1,8,0
MG Road,2020-07-16 09:03:43.253438,00:02,Bus,Residential,Major,1,1,1,47,1
Satara Road,2020-03-27 09:03:43.253438,07:09,Bicycle,Rural,Major,0,0,1,35,0
Satara Road,2020-05-25 09:03:43.253438,09:28,Truck,Main Road,Fatal,1,1,0,31,1
Sinhagad Road,2024-06-17 09:03:43.253438,21:01,Bicycle,Highway,Minor,0,1,0,30,0
Satara Road,2021-09-17 09:03:43.253438,06:44,Bus,Main Road,Fatal,0,1,1,12,1
Shivaji Road,2022-01-05 09:03:43.253438,17:20,Auto-rickshaw,Residential,Fatal,1,1,0,43,1
Satara Road,2024-07-24 09:03:43.253438,11:47,Bus,Highway,Minor,0,0,1,9,0
Aundh Road,2022-05-30 09:03:43.253438,07:31,Bicycle,Main Road,Minor,0,1,0,36,1
Karve Road,2019-11-11 09:03:43.253438,12:43,Auto-rickshaw,Residential,Fatal,1,1,1,49,0
MG Road,2024-04-20 09:03:43.253438,12:48,Auto-rickshaw,Highway,Fatal,1,0,1,40,1
Paud Road,2020-03-07 09:03:43.253438,14:54,Auto-rickshaw,Main Road,Major,1,0,1,30,0
Shivaji Road,2024-05-07 09:03:43.253438,18:45,Bike,Rural,Minor,0,0,0,46,1
Shivaji Road,2024-08-23 09:03:43.253438,14:48,Car,Highway,Major,0,0,1,31,1
Paud Road,2024-01-08 09:03:43.253438,05:29,Bicycle,Rural,Minor,0,1,1,43,0
Satara Road,2020-02-16 09:03:43.253438,08:24,Bus,Highway,Fatal,1,0,0,33,1
Baner Road,2021-06-16 09:03:43.253438,21:14,Bike,Main Road,Minor,1,1,1,5,0
Shivaji Road,2021-04-08 09:03:43.253438,09:29,Bicycle,Residential,Fatal,0,1,0,22,1
Shivaji Road,2020-12-26 09:03:43.253438,02:28,Car,Main Road,Minor,0,1,0,31,0
MG Road,2021-03-07 09:03:43.253438,14:17,Bike,Main Road,Minor,1,1,1,37,1
Sinhagad Road,2023-09-12 09:03:43.253438,01:17,Bus,Highway,Minor,1,1,1,19,1
Aundh Road,2020-10-19 09:03:43.253438,00:07,Bicycle,Rural,Fatal,0,0,1,1,0
Paud Road,2022-06-15 09:03:43.253438,14:53,Auto-rickshaw,Main Road,Minor,1,0,1,35,1
Satara Road,2020-08-23 09:03:43.253438,16:20,Bike,Rural,Major,1,1,1,27,0
Kothrud Road,2020-10-10 09:03:43.253438,16:26,Car,Highway,Minor,0,0,1,4,1
Kothrud Road,2022-04-18 09:03:43.253438,12:20,Car,Residential,Major,1,0,1,15,1
Baner Road,2020-06-14 09:03:43.253438,01:26,Car,Highway,Fatal,0,0,1,25,1
Shivaji Road,2020-11-27 09:03:43.253438,03:10,Bicycle,Rural,Fatal,1,1,0,46,1
Shivaji Road,2019-09-18 09:03:43.253438,01:48,Bike,Rural,Minor,1,1,0,15,1
Sinhagad Road,2019-12-24 09:03:43.253438,13:52,Pedestrian,Rural,Minor,1,1,0,34,0
Shivaji Road,2021-01-22 09:03:43.253438,02:15,Pedestrian,Main Road,Major,0,1,1,20,1
Kothrud Road,2024-03-17 09:03:43.253438,14:09,Pedestrian,Rural,Minor,1,1,1,34,0
Paud Road,2021-05-23 09:03:43.253438,23:20,Car,Rural,Minor,0,0,1,9,1
Baner Road,2022-02-18 09:03:43.253438,09:44,Truck,Main Road,Major,0,1,0,37,1
Sinhagad Road,2020-03-01 09:03:43.253438,08:33,Bicycle,Rural,Minor,0,0,1,14,1
Aundh Road,2023-12-14 09:03:43.253438,17:06,Car,Main Road,Major,1,0,1,3,0
Kothrud Road,2021-05-13 09:03:43.253438,10:20,Car,Residential,Fatal,1,1,1,20,0
FC Road,2023-12-02 09:03:43.253438,17:20,Bike,Main Road,Minor,0,0,1,6,1
MG Road,2021-05-10 09:03:43.253438,18:13,Pedestrian,Main Road,Major,1,0,0,37,1
Sinhagad Road,2024-04-25 09:03:43.253438,13:07,Pedestrian,Rural,Fatal,0,1,1,11,1
Sinhagad Road,2020-01-11 09:03:43.253438,20:34,Bus,Highway,Major,0,0,1,49,0
Kothrud Road,2020-12-16 09:03:43.253438,00:28,Bike,Main Road,Minor,1,1,0,43,1
Baner Road,2024-01-07 09:03:43.253438,13:23,Bike,Highway,Major,0,0,0,43,0
MG Road,2019-11-17 09:03:43.253438,14:59,Truck,Residential,Fatal,0,0,1,25,1
Paud Road,2022-08-20 09:03:43.253438,00:26,Bus,Main Road,Minor,0,0,1,10,1
Paud Road,2023-08-27 09:03:43.253438,15:37,Bike,Rural,Minor,1,0,1,24,0
Shivaji Road,2023-04-23 09:03:43.253438,08:01,Truck,Residential,Minor,0,0,0,21,1
FC Road,2020-12-11 09:03:43.253438,23:43,Bike,Main Road,Fatal,0,1,0,45,1
Karve Road,2020-10-17 09:03:43.253438,01:18,Truck,Main Road,Minor,1,1,1,19,0
Kothrud Road,2022-09-26 09:03:43.253438,20:30,Bicycle,Rural,Fatal,0,1,0,48,1
Baner Road,2024-05-25 09:03:43.253438,22:44,Auto-rickshaw,Rural,Fatal,0,1,0,6,1
MG Road,2021-04-07 09:03:43.253438,23:43,Car,Rural,Major,1,1,0,25,1
Baner Road,2021-04-26 09:03:43.253438,21:46,Car,Main Road,Fatal,1,0,1,18,0
Karve Road,2019-11-02 09:03:43.253438,19:36,Bike,Highway,Major,1,0,0,49,1
Paud Road,2021-04-22 09:03:43.253438,17:27,Pedestrian,Rural,Minor,0,0,0,38,0
Baner Road,2024-03-11 09:03:43.253438,09:25,Truck,Highway,Major,0,0,0,21,0
Paud Road,2020-10-17 09:03:43.253438,06:53,Pedestrian,Rural,Fatal,1,1,0,46,0
Paud Road,2020-03-30 09:03:43.253438,17:58,Auto-rickshaw,Highway,Major,1,0,0,43,1
FC Road,2019-10-04 09:03:43.253438,23:07,Car,Main Road,Minor,1,0,0,9,0
Paud Road,2022-06-08 09:03:43.253438,20:53,Pedestrian,Main Road,Major,1,1,1,21,0
Satara Road,2023-02-28 09:03:43.253438,23:35,Bike,Main Road,Minor,0,1,1,37,0
Paud Road,2024-06-06 09:03:43.253438,19:36,Bicycle,Highway,Fatal,1,0,1,33,1
MG Road,2021-02-18 09:03:43.253438,00:06,Pedestrian,Highway,Minor,1,0,0,8,0
MG Road,2021-12-31 09:03:43.253438,01:34,Pedestrian,Residential,Major,1,1,1,17,0
MG Road,2020-02-25 09:03:43.253438,20:30,Bike,Rural,Major,0,1,1,42,1
Sinhagad Road,2022-07-18 09:03:43.253438,12:16,Truck,Highway,Major,0,1,0,47,0
Kothrud Road,2023-09-13 09:03:43.253438,11:03,Bus,Rural,Fatal,0,0,0,35,0
Kothrud Road,2020-04-14 09:03:43.253438,05:39,Bicycle,Residential,Major,1,1,1,5,0
Kothrud Road,2022-05-03 09:03:43.253438,20:20,Bike,Residential,Fatal,0,0,0,43,0
Satara Road,2023-06-07 09:03:43.253438,19:20,Auto-rickshaw,Highway,Fatal,1,0,0,4,0
MG Road,2022-11-07 09:03:43.253438,19:44,Auto-rickshaw,Main Road,Major,0,0,1,30,1
Shivaji Road,2023-11-22 09:03:43.253438,13:23,Bus,Highway,Fatal,0,1,0,7,0
Kothrud Road,2024-06-04 09:03:43.253438,01:50,Auto-rickshaw,Residential,Minor,0,1,0,24,1
Karve Road,2021-02-12 09:03:43.253438,03:19,Truck,Main Road,Minor,1,0,1,40,0
Karve Road,2024-03-12 09:03:43.253438,20:47,Bike,Highway,Fatal,0,0,1,14,1
Baner Road,2022-06-29 09:03:43.253438,17:22,Truck,Main Road,Minor,1,1,0,17,0
Sinhagad Road,2019-11-18 09:03:43.253438,06:42,Pedestrian,Residential,Minor,0,0,0,29,0
Shivaji Road,2023-05-24 09:03:43.253438,11:33,Bus,Highway,Minor,1,0,0,44,0
Paud Road,2024-03-03 09:03:43.253438,10:37,Bus,Main Road,Major,1,1,0,33,0
MG Road,2021-06-27 09:03:43.253438,20:22,Truck,Residential,Minor,0,0,0,7,1
Satara Road,2023-06-07 09:03:43.253438,02:13,Bicycle,Highway,Minor,1,0,0,18,1
Sinhagad Road,2022-12-08 09:03:43.253438,13:11,Car,Highway,Minor,1,1,1,34,0
FC Road,2020-03-06 09:03:43.253438,19:15,Bus,Main Road,Minor,0,1,1,15,0
FC Road,2024-02-04 09:03:43.253438,02:07,Bike,Main Road,Minor,1,1,0,15,0
Aundh Road,2021-05-01 09:03:43.253438,19:25,Bicycle,Main Road,Fatal,1,0,1,35,1
Paud Road,2023-12-22 09:03:43.253438,05:16,Bus,Highway,Fatal,0,1,1,21,0
MG Road,2024-01-31 09:03:43.253438,18:41,Truck,Main Road,Major,1,1,1,17,1
Sinhagad Road,2021-06-12 09:03:43.253438,21:06,Truck,Main Road,Minor,0,1,0,37,0
FC Road,2022-10-05 09:03:43.253438,07:08,Auto-rickshaw,Rural,Major,1,0,1,10,0
Aundh Road,2020-06-30 09:03:43.253438,02:45,Bicycle,Main Road,Minor,1,1,1,29,0
Satara Road,2022-07-08 09:03:43.253438,12:00,Car,Highway,Minor,1,0,0,32,0
MG Road,2020-08-04 09:03:43.253438,09:01,Truck,Highway,Major,1,0,0,4,1
FC Road,2019-10-16 09:03:43.253438,14:38,Pedestrian,Rural,Minor,0,0,1,24,1
Kothrud Road,2020-11-13 09:03:43.253438,19:28,Auto-rickshaw,Residential,Major,1,1,0,33,0
Karve Road,2023-08-07 09:03:43.253438,21:53,Auto-rickshaw,Highway,Major,0,1,0,6,0
Aundh Road,2022-08-26 09:03:43.253438,04:54,Bike,Rural,Minor,1,0,1,24,1
Satara Road,2023-02-01 09:03:43.253438,07:06,Auto-rickshaw,Highway,Minor,0,1,0,32,0
FC Road,2022-03-07 09:03:43.253438,02:46,Car,Main Road,Minor,1,1,1,16,1
Satara Road,2022-05-22 09:03:43.253438,04:27,Bike,Main Road,Fatal,1,1,0,28,1
Paud Road,2023-11-23 09:03:43.253438,16:10,Truck,Highway,Minor,0,0,1,47,0
Baner Road,2021-01-12 09:03:43.253438,18:02,Bicycle,Rural,Major,1,1,1,31,0
Aundh Road,2023-03-11 09:03:43.253438,04:49,Pedestrian,Highway,Minor,1,1,1,7,0
Sinhagad Road,2019-12-31 09:03:43.253438,11:43,Truck,Main Road,Major,0,1,0,40,1
Sinhagad Road,2023-12-01 09:03:43.253438,15:29,Auto-rickshaw,Main Road,Major,0,1,0,29,0
FC Road,2023-04-06 09:03:43.253438,19:03,Bus,Rural,Major,0,0,1,34,0
Kothrud Road,2023-03-20 09:03:43.253438,07:04,Car,Rural,Fatal,0,0,0,8,0
Kothrud Road,2022-09-10 09:03:43.253438,22:55,Car,Main Road,Minor,1,0,1,30,0
Paud Road,2024-06-06 09:03:43.253438,08:39,Auto-rickshaw,Residential,Major,1,1,1,27,0
Sinhagad Road,2020-10-21 09:03:43.253438,16:46,Car,Main Road,Minor,1,1,1,13,0
Aundh Road,2023-08-02 09:03:43.253438,03:22,Pedestrian,Residential,Major,0,1,0,32,0
Karve Road,2022-11-13 09:03:43.253438,00:54,Bike,Rural,Major,0,0,0,39,1
Kothrud Road,2020-07-12 09:03:43.253438,05:56,Auto-rickshaw,Highway,Major,0,1,0,15,0
Sinhagad Road,2024-05-03 09:03:43.253438,18:10,Bus,Main Road,Minor,0,0,1,2,1
Baner Road,2022-12-14 09:03:43.253438,03:04,Truck,Residential,Fatal,0,1,1,42,0
Aundh Road,2020-09-10 09:03:43.253438,20:22,Car,Main Road,Fatal,1,0,1,10,0
Karve Road,2022-12-12 09:03:43.253438,19:18,Bicycle,Main Road,Major,0,1,0,46,0
Baner Road,2024-06-19 09:03:43.253438,18:24,Truck,Highway,Minor,0,0,1,0,1
Sinhagad Road,2020-02-20 09:03:43.253438,03:32,Bus,Residential,Minor,0,0,0,40,0
FC Road,2021-10-01 09:03:43.253438,09:04,Bus,Rural,Major,0,1,1,43,0
Shivaji Road,2022-09-16 09:03:43.253438,12:48,Bike,Residential,Fatal,0,1,1,10,0
Shivaji Road,2023-12-24 09:03:43.253438,22:17,Bus,Main Road,Minor,0,1,1,43,0
Paud Road,2023-02-06 09:03:43.253438,21:45,Bus,Highway,Minor,0,0,1,38,1
Paud Road,2021-08-30 09:03:43.253438,16:16,Car,Rural,Minor,1,1,1,41,0
Karve Road,2023-02-24 09:03:43.253438,02:45,Truck,Highway,Minor,1,1,0,36,1
Baner Road,2022-07-04 09:03:43.253438,15:56,Bicycle,Highway,Minor,1,1,1,46,0
Sinhagad Road,2019-12-16 09:03:43.253438,04:00,Car,Main Road,Major,0,0,1,32,1
Sinhagad Road,2019-10-02 09:03:43.253438,15:55,Car,Rural,Minor,1,1,1,47,0
FC Road,2021-01-09 09:03:43.253438,12:24,Pedestrian,Highway,Major,1,1,1,25,0
Satara Road,2023-01-27 09:03:43.253438,04:35,Auto-rickshaw,Rural,Major,0,1,1,26,1
Paud Road,2024-08-21 09:03:43.253438,01:02,Bicycle,Rural,Major,1,1,1,33,1
Satara Road,2022-03-09 09:03:43.253438,12:38,Auto-rickshaw,Rural,Major,0,0,1,43,0
Satara Road,2024-03-24 09:03:43.253438,07:25,Bike,Highway,Major,0,0,1,35,0
FC Road,2021-01-14 09:03:43.253438,06:06,Bicycle,Highway,Major,1,1,0,24,0
Satara Road,2022-09-20 09:03:43.253438,16:07,Bike,Residential,Minor,1,0,0,23,1
Satara Road,2023-07-21 09:03:43.253438,02:53,Bus,Rural,Fatal,1,1,1,26,0
FC Road,2023-08-28 09:03:43.253438,07:34,Bike,Highway,Fatal,0,1,1,1,0
Kothrud Road,2024-04-15 09:03:43.253438,13:43,Pedestrian,Highway,Fatal,0,1,0,2,0
Satara Road,2023-09-14 09:03:43.253438,01:35,Bike,Main Road,Minor,0,0,0,7,0
Paud Road,2021-05-16 09:03:43.253438,14:52,Bus,Residential,Major,1,0,1,35,0
FC Road,2021-07-29 09:03:43.253438,02:38,Truck,Rural,Fatal,1,1,1,48,1
Aundh Road,2020-03-06 09:03:43.253438,07:55,Pedestrian,Highway,Fatal,0,1,1,36,1
Satara Road,2021-12-04 09:03:43.253438,20:39,Bus,Highway,Minor,1,1,0,10,1
Kothrud Road,2022-08-11 09:03:43.253438,01:01,Bus,Residential,Fatal,0,0,1,41,1
Paud Road,2020-02-26 09:03:43.253438,15:44,Truck,Residential,Major,0,0,0,21,0
MG Road,2024-05-26 09:03:43.253438,03:41,Bus,Rural,Fatal,0,1,1,27,1
Paud Road,2023-12-01 09:03:43.253438,07:04,Auto-rickshaw,Highway,Fatal,0,0,1,11,1
Baner Road,2019-11-30 09:03:43.253438,08:27,Bike,Residential,Major,1,0,0,2,1
Aundh Road,2024-02-05 09:03:43.253438,02:03,Bus,Highway,Minor,0,1,0,40,1
Shivaji Road,2023-12-17 09:03:43.253438,13:42,Car,Residential,Minor,0,1,1,20,0
Sinhagad Road,2022-01-20 09:03:43.253438,02:29,Bike,Highway,Major,0,0,1,4,1
Baner Road,2023-06-02 09:03:43.253438,15:25,Pedestrian,Residential,Major,1,1,0,46,1
FC Road,2020-01-24 09:03:43.253438,11:56,Auto-rickshaw,Highway,Minor,0,1,0,11,0
FC Road,2024-06-23 09:03:43.253438,09:18,Auto-rickshaw,Residential,Minor,0,1,0,35,1
Sinhagad Road,2024-01-01 09:03:43.253438,06:09,Pedestrian,Residential,Minor,1,0,1,14,1
Karve Road,2021-08-19 09:03:43.253438,01:06,Pedestrian,Rural,Minor,1,0,1,29,0
Karve Road,2022-08-28 09:03:43.253438,02:30,Bus,Highway,Major,1,1,1,38,1
Sinhagad Road,2020-02-28 09:03:43.253438,22:26,Truck,Main Road,Major,0,1,0,34,1
FC Road,2023-03-22 09:03:43.253438,17:35,Car,Residential,Minor,1,1,0,6,0
Paud Road,2023-03-30 09:03:43.253438,21:53,Bus,Highway,Major,1,0,1,31,0
Aundh Road,2020-05-01 09:03:43.253438,13:23,Truck,Main Road,Major,0,0,1,12,1
Kothrud Road,2021-08-22 09:03:43.253438,19:56,Auto-rickshaw,Rural,Minor,1,0,1,3,1
Shivaji Road,2024-05-11 09:03:43.253438,21:46,Bike,Rural,Fatal,1,1,0,32,0
Aundh Road,2024-07-24 09:03:43.253438,12:16,Pedestrian,Main Road,Fatal,1,0,1,36,0
Sinhagad Road,2023-10-14 09:03:43.253438,07:19,Auto-rickshaw,Rural,Fatal,1,0,1,9,0
FC Road,2023-05-02 09:03:43.253438,19:21,Bus,Rural,Major,0,0,0,34,0
Karve Road,2022-02-26 09:03:43.253438,22:12,Truck,Highway,Fatal,1,1,1,3,1
FC Road,2021-08-02 09:03:43.253438,23:23,Pedestrian,Residential,Minor,1,1,0,14,1
Karve Road,2024-07-03 09:03:43.253438,06:33,Bus,Highway,Fatal,0,0,1,22,1
Aundh Road,2024-05-30 09:03:43.253438,18:47,Auto-rickshaw,Residential,Minor,1,0,0,30,0
Baner Road,2023-10-27 09:03:43.253438,22:31,Car,Main Road,Major,0,1,0,32,1
Paud Road,2023-11-13 09:03:43.253438,23:38,Auto-rickshaw,Residential,Major,1,1,0,40,0
Aundh Road,2023-04-07 09:03:43.253438,17:49,Bus,Highway,Minor,0,1,1,12,1
Paud Road,2024-01-15 09:03:43.253438,22:26,Truck,Highway,Fatal,0,1,1,32,0
Satara Road,2024-04-16 09:03:43.253438,03:35,Bus,Rural,Minor,1,1,0,24,0
Aundh Road,2021-05-19 09:03:43.253438,14:24,Bike,Main Road,Minor,0,1,0,42,1
MG Road,2021-10-25 09:03:43.253438,15:34,Bike,Highway,Minor,1,1,1,1,0
MG Road,2022-12-17 09:03:43.253438,05:24,Truck,Residential,Minor,1,1,1,22,1
Paud Road,2022-02-08 09:03:43.253438,01:11,Pedestrian,Highway,Fatal,1,1,0,32,0
Satara Road,2019-10-27 09:03:43.253438,03:03,Auto-rickshaw,Highway,Minor,1,1,1,22,0
Paud Road,2022-11-27 09:03:43.253438,01:31,Bus,Highway,Minor,0,0,1,4,0
Sinhagad Road,2021-06-26 09:03:43.253438,16:16,Bicycle,Rural,Fatal,1,1,0,12,1
MG Road,2021-09-06 09:03:43.253438,02:43,Bicycle,Rural,Fatal,1,0,0,1,1
FC Road,2021-12-07 09:03:43.253438,02:27,Bike,Residential,Minor,0,1,0,38,1
Paud Road,2019-12-01 09:03:43.253438,11:34,Car,Rural,Minor,1,1,1,16,0
Paud Road,2019-12-18 09:03:43.253438,09:47,Bike,Residential,Fatal,0,0,0,40,0
Shivaji Road,2020-11-01 09:03:43.253438,20:22,Auto-rickshaw,Rural,Fatal,0,1,0,24,1
Kothrud Road,2020-09-01 09:03:43.253438,09:05,Truck,Rural,Minor,1,1,1,32,0
Kothrud Road,2022-01-13 09:03:43.253438,00:26,Car,Main Road,Major,1,1,1,28,0
Karve Road,2022-09-29 09:03:43.253438,11:09,Bus,Residential,Major,1,0,0,7,1
Satara Road,2023-01-30 09:03:43.253438,02:45,Bus,Rural,Major,0,1,1,1,1
MG Road,2022-10-15 09:03:43.253438,15:18,Pedestrian,Highway,Major,0,1,1,30,1
MG Road,2020-05-17 09:03:43.253438,10:50,Bicycle,Highway,Fatal,1,0,1,25,1
Kothrud Road,2019-12-08 09:03:43.253438,05:18,Pedestrian,Rural,Major,0,0,0,14,0
Paud Road,2021-09-24 09:03:43.253438,22:16,Pedestrian,Residential,Minor,1,0,0,9,1
Paud Road,2021-10-22 09:03:43.253438,16:34,Truck,Rural,Fatal,0,0,0,37,0
MG Road,2021-04-05 09:03:43.253438,15:53,Car,Residential,Fatal,0,1,1,21,1
Satara Road,2022-07-25 09:03:43.253438,14:18,Car,Rural,Major,1,0,0,33,0
Baner Road,2021-01-27 09:03:43.253438,03:31,Car,Main Road,Major,0,0,1,42,0
Sinhagad Road,2023-09-04 09:03:43.253438,12:27,Truck,Residential,Minor,1,1,1,12,1
Shivaji Road,2024-03-07 09:03:43.253438,13:19,Truck,Rural,Minor,1,1,0,30,0
MG Road,2021-12-20 09:03:43.253438,05:40,Bus,Main Road,Fatal,1,0,1,38,0
Karve Road,2020-08-07 09:03:43.253438,02:12,Pedestrian,Main Road,Fatal,0,1,1,2,0
Baner Road,2024-03-20 09:03:43.253438,13:05,Bike,Residential,Minor,1,0,1,21,0
MG Road,2023-02-14 09:03:43.253438,04:20,Auto-rickshaw,Rural,Major,1,1,0,15,1
Shivaji Road,2023-03-16 09:03:43.253438,21:09,Bus,Main Road,Major,1,1,1,29,1
Kothrud Road,2023-12-13 09:03:43.253438,04:54,Bicycle,Main Road,Minor,0,0,1,27,0
MG Road,2024-07-27 09:03:43.253438,06:57,Bicycle,Highway,Major,1,1,1,39,0
Baner Road,2023-09-24 09:03:43.253438,22:02,Bicycle,Highway,Major,0,1,1,42,0
Sinhagad Road,2022-10-12 09:03:43.253438,14:07,Pedestrian,Highway,Major,0,1,0,33,1
Paud Road,2023-04-23 09:03:43.253438,18:22,Car,Residential,Fatal,1,1,0,46,1
Aundh Road,2023-06-14 09:03:43.253438,02:20,Bike,Highway,Minor,1,0,1,24,0
Kothrud Road,2021-12-24 09:03:43.253438,03:33,Auto-rickshaw,Rural,Minor,1,0,1,33,0
Baner Road,2022-08-03 09:03:43.253438,05:20,Car,Main Road,Major,0,0,1,36,1
Karve Road,2021-12-27 09:03:43.253438,23:52,Truck,Highway,Minor,0,0,0,1,1
Karve Road,2021-04-15 09:03:43.253438,09:03,Bike,Rural,Minor,0,0,0,13,0
FC Road,2023-03-02 09:03:43.253438,04:56,Truck,Rural,Fatal,0,0,1,45,0
Aundh Road,2023-10-10 09:03:43.253438,03:09,Auto-rickshaw,Highway,Minor,1,0,0,18,1
MG Road,2022-11-26 09:03:43.253438,07:22,Bicycle,Residential,Minor,1,1,0,9,0
FC Road,2022-08-29 09:03:43.253438,22:42,Auto-rickshaw,Rural,Minor,0,1,0,44,0
Karve Road,2023-03-12 09:03:43.253438,04:20,Car,Residential,Major,1,1,0,45,1
MG Road,2019-10-30 09:03:43.253438,22:11,Truck,Residential,Major,0,0,0,14,1
FC Road,2023-06-18 09:03:43.253438,22:50,Bus,Residential,Major,0,1,0,14,1
MG Road,2021-01-15 09:03:43.253438,23:07,Bicycle,Rural,Major,1,0,0,37,1
Sinhagad Road,2022-09-18 09:03:43.253438,05:22,Pedestrian,Highway,Fatal,1,1,0,34,0
Aundh Road,2022-10-24 09:03:43.253438,18:26,Bus,Rural,Major,0,0,1,36,0
Kothrud Road,2023-09-12 09:03:43.253438,03:15,Truck,Main Road,Minor,1,1,0,35,1
Kothrud Road,2023-01-09 09:03:43.253438,06:19,Auto-rickshaw,Main Road,Minor,1,0,1,48,0
Kothrud Road,2023-05-18 09:03:43.253438,13:53,Bicycle,Highway,Fatal,0,0,1,11,0
Karve Road,2022-11-06 09:03:43.253438,10:09,Bike,Rural,Major,0,1,0,26,1
Sinhagad Road,2024-03-17 09:03:43.253438,01:29,Bicycle,Rural,Minor,1,1,1,31,0
Shivaji Road,2021-11-04 09:03:43.253438,15:23,Truck,Main Road,Fatal,1,1,0,40,1
Aundh Road,2021-05-28 09:03:43.253438,10:10,Pedestrian,Main Road,Fatal,1,1,1,41,1
Baner Road,2024-04-27 09:03:43.253438,15:53,Pedestrian,Rural,Major,1,0,0,14,0
Satara Road,2023-02-17 09:03:43.253438,18:14,Car,Rural,Fatal,1,1,0,39,0
Shivaji Road,2019-12-10 09:03:43.253438,07:51,Bus,Highway,Minor,0,1,0,7,1
Baner Road,2020-04-30 09:03:43.253438,21:23,Pedestrian,Rural,Fatal,0,0,1,42,1
Kothrud Road,2021-12-07 09:03:43.253438,08:19,Bicycle,Residential,Minor,0,1,0,13,1
Baner Road,2024-06-22 09:03:43.253438,06:56,Car,Highway,Major,0,0,0,29,1
MG Road,2021-04-14 09:03:43.253438,06:55,Bike,Residential,Minor,1,1,0,39,1
MG Road,2023-12-17 09:03:43.253438,19:16,Bus,Main Road,Major,0,0,0,14,0
Baner Road,2023-05-08 09:03:43.253438,01:23,Bus,Residential,Major,0,0,0,32,0
Paud Road,2023-03-08 09:03:43.253438,06:27,Pedestrian,Residential,Fatal,1,1,0,36,0
FC Road,2020-09-30 09:03:43.253438,00:59,Bus,Main Road,Major,0,0,0,42,1
Satara Road,2022-03-14 09:03:43.253438,04:10,Bicycle,Residential,Minor,0,1,1,46,0
Karve Road,2022-01-30 09:03:43.253438,09:45,Car,Rural,Minor,0,1,1,0,0
Baner Road,2022-10-04 09:03:43.253438,14:40,Pedestrian,Main Road,Fatal,1,0,0,18,0
Aundh Road,2020-07-14 09:03:43.253438,21:37,Auto-rickshaw,Main Road,Major,0,1,1,40,1
Paud Road,2024-05-09 09:03:43.253438,03:30,Pedestrian,Rural,Major,1,0,1,24,1
Sinhagad Road,2023-11-19 09:03:43.253438,19:17,Car,Highway,Minor,1,1,0,5,1
Paud Road,2019-10-12 09:03:43.253438,04:10,Auto-rickshaw,Highway,Major,1,1,0,5,1
Satara Road,2022-06-18 09:03:43.253438,22:15,Bicycle,Highway,Major,0,0,1,4,0
Aundh Road,2023-08-06 09:03:43.253438,01:48,Truck,Main Road,Major,1,0,0,15,0
Paud Road,2022-04-10 09:03:43.253438,21:00,Bus,Residential,Major,1,0,0,37,1
Karve Road,2024-02-29 09:03:43.253438,06:41,Pedestrian,Rural,Minor,1,1,1,39,1
FC Road,2023-05-08 09:03:43.253438,15:38,Pedestrian,Residential,Minor,0,0,0,45,0
Aundh Road,2020-03-11 09:03:43.253438,00:36,Car,Rural,Minor,1,0,1,7,0
MG Road,2020-06-28 09:03:43.253438,01:18,Bike,Highway,Minor,0,1,0,44,0
Karve Road,2023-10-31 09:03:43.253438,03:02,Bike,Highway,Fatal,1,0,0,12,0
Kothrud Road,2020-04-23 09:03:43.253438,17:45,Pedestrian,Highway,Major,1,0,1,8,0
Sinhagad Road,2020-02-06 09:03:43.253438,16:00,Pedestrian,Rural,Major,1,0,1,36,1
Satara Road,2022-05-16 09:03:43.253438,15:58,Auto-rickshaw,Main Road,Fatal,0,0,1,18,1
Satara Road,2020-11-09 09:03:43.253438,15:17,Auto-rickshaw,Rural,Major,0,1,1,35,0
Baner Road,2019-09-05 09:03:43.253438,17:34,Bus,Main Road,Minor,0,1,0,48,1
Satara Road,2020-01-13 09:03:43.253438,11:32,Auto-rickshaw,Highway,Major,0,0,0,19,0
Satara Road,2019-10-28 09:03:43.253438,00:03,Bike,Main Road,Major,0,1,1,13,0
FC Road,2021-10-01 09:03:43.253438,16:29,Car,Highway,Fatal,0,0,0,26,0
Sinhagad Road,2023-11-21 09:03:43.253438,08:55,Car,Residential,Fatal,1,0,0,40,1
FC Road,2019-11-01 09:03:43.253438,03:08,Auto-rickshaw,Rural,Minor,0,1,1,42,1
MG Road,2021-08-13 09:03:43.253438,22:57,Pedestrian,Main Road,Fatal,1,1,1,44,0
Aundh Road,2019-10-28 09:03:43.253438,19:45,Auto-rickshaw,Main Road,Major,1,0,0,33,0
